# ---------------------------------------------------------
# STRING METHODS
GET-QNAME-BY-INDEX Method	Gets the XML qualified name of the attribute at the given 1-based index.	GET-QNAME-BY-INDEX ( index )	
GetRaw Method	Gets the JSON string value of one or more elements as a RAW or RAW array.	GetRaw( INPUT index AS INTEGER )<br>&nbsp;<br>GetRaw( INPUT index AS INTEGER,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;INPUT count AS INTEGER )	
GetRecid Method	Gets the JSON number value of one or more elements as a RECID or RECID array.	GetRecid( INPUT index AS INTEGER )<br>&nbsp;<br>GetRecid( INPUT index AS INTEGER,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;INPUT count AS INTEGER )	
GET-RED-VALUE Method	Returns the red component of an entry in the color table.	GET-RED-VALUE ( index )	
GET-RELATION Method	Gets the handle of the specified data-relation object.	GET-RELATION ( index | relation-name )	
GET-REPOSITIONED-ROW Method	Returns the row index of the browse viewport where the REPOSITION TO ROWID (or RECID) statement displays a repositioned record.	GET-REPOSITIONED-ROW (&nbsp;)	
GET-RGB-VALUE Method	Returns an INTEGER that represents a combination of the red, green, and blue value of an entry in the color table.	GET-RGB-VALUE ( index )	
GET-ROW Method	Returns the line number at which the nth message occurred during the preceding compilation.	GET-ROW ( n )	
GetRowid Method	Gets the JSON string value of one or more elements as a ROWID or ROWID array.	GetRowid( INPUT index AS INTEGER )<br>&nbsp;<br>GetRowid( INPUT index AS INTEGER,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;INPUT count AS INTEGER )	
GET-SELECTED-WIDGET Method	Returns the handle of the selected widget in a dialog box, frame, or window.	GET-SELECTED-WIDGET ( n )	
GET-SERIALIZED Method	Returns a LONGCHAR that contains the serialized form of the XML underlying the SOAP-header-entryref or SOAP fault entry. (The SOAP-header object contains a list of entries that each point to an exiting SOAP-header-entryref object. It is the SOAP-header-entryref object that the method serializes.)	GET-SERIALIZED (&nbsp;)	
GET-SHORT Function	Returns the signed 16-bit value at the specified memory location as an INTEGER value. 	GET-SHORT ( source , position )	
GET-SIGNATURE Method	Returns the signature of the internal procedure or user-defined function whose name you supply. Specifically:	GET-SIGNATURE ( int-proc-name )	
GET-SIZE Function	Returns, as an INT64 value, the allocated byte size of the memory region associated with the specified MEMPTR variable.	GET-SIZE ( memptr-var )	
GET-SOCKET-OPTION Method	Returns a comma separated string containing values appropriate for the specified socket option. Otherwise, it returns the Unknown value (?).	GET-SOCKET-OPTION ( name )	
GET-SOURCE-BUFFER Method	Gets the handle to the source buffer in the data-source object at the specified index position.	GET-SOURCE-BUFFER ( [ buffer-index ] )	
GET-STRING Function	Returns the null-terminated character string at the specified memory location as a CHARACTER value (not including the null terminator) or the number of bytes specified starting from the specified memory location as a CHARACTER value.	GET-STRING ( source , position [ , numbytes ] )	
GET-TAB-ITEM Method	Returns the handle of a widget at a specified tab position in a field group.	GET-TAB-ITEM ( n )	
GetTableInfoByID Method	Returns information about a temp-table when the ID is specified. The ID is a numeric value that identifies the temp-table and is maintained by the ABL virtual machine (AVM). If the ID is valid for an existing temp-table, this method returns TRUE. Otherwise, it returns FALSE.	GetTableInfoByID(INPUT temp-table-id, OUTPUT table-name, OUTPUT proc-name	GetTableInfoByID(INPUT temp-table-id, OUTPUT table-handle, OUTPUT proc-name	
GetTableInfoByPosition Method	Returns information about the position of a temp-table from a list of temp-tables. This is based on the number returned by the TempTableCount property. The method raises an error if it is a not a valid position (not within the TempTableCount range).	GetTableInfoByPosition(INPUT element, OUTPUT table-name, OUTPUT proc-name	GetTableInfoByPosition(INPUT element, OUTPUT table-handle, OUTPUT proc-name	
GetTableStatHistoryHandle Method	Returns the handle of the temp-table used for storing the archived statistics from the _TableStat virtual system table. The method returns the Unknown value (?) if the ArchiveTableStatistics property is set to FALSE. 	
GetTask Method	Retrieves a single task, by name, that is part of an active workflow from an associated Progress.BPM.UserSession object.	GetTask ( INPUT TaskName &nbsp;AS CHARACTER )	
GET-TEXT-HEIGHT-CHARS Method	Returns the height, in character units, of the specified font. If no font is specified, the method returns the height of the default font.	GET-TEXT-HEIGHT-CHARS ( [ font ] )	
GET-TEXT-HEIGHT-PIXELS Method	Returns the height, in pixels, of the specified font. If no font is specified, the method returns the height of the default font.	GET-TEXT-HEIGHT-PIXELS ( [ font ] )	
GET-TEXT-WIDTH-CHARS Method	Returns the width, in character units, of the string using the specified font. If no font is specified, the method calculates the width of the string using the default font.	GET-TEXT-WIDTH-CHARS ( string [ , font ] )	
GET-TEXT-WIDTH-PIXELS Method	Returns the width, in pixels, of the string using the specified font. If no font is specified, the method calculates the width of the string using the default font.	GET-TEXT-WIDTH-PIXELS ( string [ , font ] )	
GET-TOP-BUFFER Method	Gets the top-level buffer in a ProDataSet object at the specified index position. 	GET-TOP-BUFFER ( index )	
GetType Method	Gets JSON data type for the identified element. The returned integer corresponds to the static integer properties defined in the Progress.Json.ObjectModel.JsonDataType class.	GetType( INPUT index AS INTEGER )	
GET-TYPE-BY-INDEX Method	Gets the type of the attribute at the given 1-based index.	GET-TYPE-BY-INDEX ( index )	
GET-TYPE-BY-NAMESPACE-NAME Method	Gets the type of the attribute with the given namespace name.	GET-TYPE-BY-NAMESPACE-NAME ( uri , localname )	
GET-TYPE-BY-QNAME Method	Gets the type of the attribute with the given XML qualified name.	GET-TYPE-BY-QNAME ( qname )	
GET-UNSIGNED-LONG Function	Returns the unsigned 32-bit value at the specified memory location as an INT64. This is analogous to the GET-UNSIGNED-SHORT function, except with a 32-bit value. 	GET-UNSIGNED-LONG ( source , position )	
GET-UNSIGNED-SHORT Function	Returns the unsigned 16-bit value at the specified memory location as an INTEGER value. 	GET-UNSIGNED-SHORT ( source , position )	
GET-URI-BY-INDEX Method	Gets the namespace URI of the attribute at the given 1-based index.	GET-URI-BY-INDEX ( index )	
GET-VALUE-BY-INDEX Method	Gets the value of the attribute at the given 1-based index.	GET-VALUE-BY-INDEX ( index )	
GET-VALUE-BY-NAMESPACE-NAME Method	Gets the value of the attribute with the given namespace name.	GET-VALUE-BY-NAMESPACE-NAME ( uri , localname )	
GET-VALUE-BY-QNAME Method	Gets the value of the attribute with the given XML qualified name.	GET-VALUE-BY-QNAME ( qname )	
GetVSTHandle Method	Returns the handle of a valid VST temp-table.	GetVSTHandle(INPUT VST-ID)	
GET-WAIT-STATE Method	Returns a string indicating the current wait-state.	GET-WAIT-STATE (&nbsp;)	
GO Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
GO-PENDING Function	Returns a TRUE value if, within an EDITING phrase, an APPLY statement results in a GO action. The GO action is deferred until the end of the EDITING phrase.	GO-PENDING	REPEAT:<br>&nbsp;&nbsp;PROMPT-FOR Customer.CustNum.<br>&nbsp;&nbsp;FIND Customer USING Customer.CustNum.<br>&nbsp;&nbsp;UPDATE<br>&nbsp;&nbsp;&nbsp;&nbsp;Customer.Name Customer.Address Customer.City Customer.State SKIP<br>&nbsp;&nbsp;&nbsp;&nbsp;Customer.CreditLimit Customer.Balance WITH 1 COLUMN EDITING:<br>&nbsp;&nbsp;&nbsp;&nbsp;READKEY.<br>&nbsp;&nbsp;&nbsp;&nbsp;APPLY LASTKEY.<br>&nbsp;&nbsp;&nbsp;&nbsp;IF GO-PENDING AND INPUT Customer.Balance &gt; <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;INPUT Customer.CreditLimit THEN DO:<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;MESSAGE "The current unpaid balance exceeds the credit limit.".<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;NEXT.<br>&nbsp;&nbsp;&nbsp;&nbsp;END.<br>&nbsp;&nbsp;END. /* EDITING */<br>END.	
GRAPHIC-EDGE Attribute	Indicates whether to draw a rectangle with graphic characters.	
GRID-FACTOR-HORIZONTAL Attribute	The spacing, in horizontal grid units, between the horizontal grid lines of the frame.	
GRID-FACTOR-VERTICAL Attribute	The spacing, in vertical grid units, between the vertical grid lines of the frame.	
GRID-SNAP Attribute	Indicates whether widgets should snap to the grid when they are moved or resized.	
GRID-UNIT-HEIGHT-CHARS Attribute	The height, in character units, of a vertical grid unit on the frame.	
GRID-UNIT-HEIGHT-PIXELS Attribute	The height, in pixels, of a vertical grid unit on the frame.	
GRID-UNIT-WIDTH-CHARS Attribute	The width, in character units, of a horizontal grid unit on the frame.	
GRID-UNIT-WIDTH-PIXELS Attribute	The width, in pixels, of a horizontal grid unit on the frame.	
GRID-VISIBLE Attribute	Indicates whether the grid of a frame is visible.	
GROUP-BOX Attribute	Indicates the rectangle is a group box, which surrounds one or more user interface widgets to visually indicate a relationship among the widgets. 	
GT Operator	Returns a TRUE value if the first of two expressions is greater than the second expression.	expression { GT | &gt; } expression 	
GUID Function	Converts a universally unique identifier (UUID) value into a globally unique identifier (GUID) value. This function returns a GUID as a 36-character string value consisting of 32 hexadecimal digits (0 through 9 and A through F) and 4 hyphens formatted as follows (where X is a hexadecimal digit): XXXXXXXX&#8212;XXXX&#8212;XXXX&#8212;XXXX&#8212;XXXXXXXXXXXX.	GUID( [ UUID ] )	
HANDLE Attribute	This section contains reference entries that describe each handle attribute, handle method, COM object property, and COM object method that ABL supports. Handle attributes and methods, and COM object properties and methods, are all mechanisms that allow you to monitor and control the behavior of ABL handle-based objects (including widgets), system handles, and COM objects. 	
Handle Property	The handle to the ABL data source object to which the BindingSource object is bound. This can be a query, ProDataSet, or buffer object handle.	
HANDLE Option	Defines a run-time parameter in an ABL procedure (internal or external), Windows dynamic link library (DLL) routine, UNIX shared library routine, or ActiveX control event procedure. 	DEFINE { INPUT | OUTPUT | INPUT-OUTPUT | RETURN } PARAMETER parameter<br>&nbsp;&nbsp;{ { &nbsp;&nbsp;AS [ HANDLE TO ] primitive-type-name <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;|&nbsp;AS [ CLASS ] { object-type-name }<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;|&nbsp;LIKE field &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;} [ EXTENT [ constant ] ] } <br>&nbsp;&nbsp;[ [ NOT ] CASE-SENSITIVE ]<br>&nbsp;&nbsp;[ FORMAT string ]<br>&nbsp;&nbsp;[ DECIMALS n ]<br>&nbsp;&nbsp;[ INITIAL<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{ constant | { [ constant [ , constant ] ... ] } } ]<br>&nbsp;&nbsp;[ COLUMN-LABEL label ]<br>&nbsp;&nbsp;[ LABEL string ]<br>&nbsp;&nbsp;[ NO-UNDO ]	DEFINE PARAMETER BUFFER buffer-name FOR [ TEMP-TABLE ] table-name<br>&nbsp;&nbsp;[ PRESELECT ]	DEFINE { INPUT | OUTPUT | INPUT-OUTPUT } PARAMETER<br>&nbsp;&nbsp;{&nbsp;&nbsp;&nbsp;TABLE FOR temp-table-name [ APPEND ] [ BIND ] [ BY-VALUE ]<br>&nbsp;&nbsp;&nbsp;&nbsp;|&nbsp;TABLE-HANDLE temp-table-handle [ BIND ] [ BY-VALUE ]<br>&nbsp;&nbsp;&nbsp;&nbsp;|&nbsp;DATASET FOR dataset-name [ APPEND ] [ BIND ] [ BY-VALUE ]<br>&nbsp;&nbsp;&nbsp;&nbsp;|&nbsp;DATASET-HANDLE dataset-handle [ BIND ] [ BY-VALUE ]<br>&nbsp;&nbsp;}	
HANDLE Function	Converts a string representation of a handle to a valid handle. 	HANDLE ( handle-string )	
HANDLER Attribute	A handle to the procedure containing the SAX callbacks.	hSaxReader:HANDLER = THIS-PROCEDURE.	
Has Method	Returns a LOGICAL indicating if the JsonObject contains the named property.	Has( INPUT property-name AS CHARACTER )	
HAS-LOBS Attribute	Returns TRUE if the Buffer object has BLOB or CLOB fields defined in it. Otherwise, it returns FALSE.	
HAS-RECORDS Attribute	This attribute returns TRUE when the corresponding temp-table has records. It returns FALSE when the temp-table does not have any records, or the temp-table is in an UNPREPARED state.	
HasStatics Method	Returns TRUE if a given class has any static members. This method supports the reflection capabilities of the Progress.Lang.Class class.	HasStatics ( )	
HasWidgetPool Method	Returns TRUE if a given class has a widget pool. This method supports the reflection capabilities of the Progress.Lang.Class class.	HasWidgetPool ( )	
Height Property	The height of the control-frame and control-frame COM object, in pixels.	
HEIGHT-CHARS Attribute	The height, in character units, of the widget. The HEIGHT-CHARS attribute of the SESSION handle contains the height of the display.	
HEIGHT-PIXELS Attribute	The height, in pixels, of the widget. The HEIGHT-PIXEL attribute of the SESSION handle contains the height of the display.	
HELP Attribute	The help text for a field.	
HELP Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
HEX-DECODE Function	Converts a character string consisting of an even number of hexadecimal digits (0 through 9 and A through F) into a RAW value.	HEX-DECODE( expression )	
HEX-ENCODE Function	Converts a RAW value into a character string consisting of an even number of hexadecimal digits (0 through 9 and A through F).	HEX-ENCODE( expression )	
HIDDEN Attribute	Indicates whether to &#8220;hide&#8221; a widget.	
HIDE Statement	Makes a widget invisible (sets its VISIBLE attribute to FALSE), or clears the message area for a window, or hides all widgets and clears messages in a window. 	HIDE [ STREAM stream | STREAM-HANDLE handle ]<br>  [ widget-phrase | MESSAGE | ALL ]<br>  [ NO-PAUSE ]<br>  [ IN WINDOW window ]	
HonorProKeys Property	Determines who processes the GO, ENDKEY, HELP, and TAB keys: the AVM, or the ActiveX control to which the property applies.	
HonorReturnKey Property	Determines who processes the RETURN key: the AVM, or the ActiveX control to which the property applies.	
HORIZONTAL Attribute	The orientation of a slider, or of radio buttons in a radio set. 	
HTML-CHARSET Attribute	The ABL version (as opposed to the MIME version) of the code page name of a Web request. Set by ABL when a WebSpeed application incorporates dynamic code page support. The default is blank. 	
HTML-END-OF-LINE Attribute	Defaults to the newline character (ASCII 10; &#8217;<br>&#8217;; &#8217;\n&#8217;). A null string value causes a NEWLINE character (not a null string) to be output. You might want to set this to "<br>" (the NEWLINE character) or to the null string (to force the NEWLINE character). Depending on the other attribute values, using the NEWLINE rather than the &lt;BR&gt; tag can result in more readable output when viewing document source in a browser.	
HTML-END-OF-PAGE Attribute	Between stream pages, defaults to "&lt;HR&gt;". Output between stream pages to visually break up the sectioning caused by the PAGED or PAGE-SIZE options of the OUTPUT TO "WEB" statement. Does not affect the line count of any stream page.	
HTML-FRAME-BEGIN Attribute	Before a SpeedScript frame, defaults to "&lt;PRE&gt;". Generally, if you change this value you must change the value of HTML-FRAME-END. Output only before the data row(s) for the current iteration of a DOWN frame, not to column headers (see also HTML-HEADER-BEGIN and HTML-HEADER-END). Applies to any side&#8209;labels displayed in the frame, whether or not the frame is a DOWN frame.	
HTML-FRAME-END Attribute	After a SpeedScript frame, defaults to "&lt;/PRE&gt;". Generally, if you change this value you must change the value of HTML-FRAME-BEGIN. Output at the end of the data row(s) for the current iteration of a DOWN frame.	
HTML-HEADER-BEGIN Attribute	Before the column headers of a SpeedScript frame, defaults to "&lt;PRE&gt;". Generally, if you change this value you must change the value of HTML-HEADER-END. Output at the beginning of the column header section of a DOWN frame.	
HTML-HEADER-END Attribute	After the column headers of a SpeedScript frame, defaults to "&lt;/PRE&gt;". Generally, if you change this value you must change the value of HTML-HEADER-BEGIN. Output at the end of the column header section of a DOWN frame.	
HTML-TITLE-BEGIN Attribute	Before a SpeedScript frame title, Defaults to the null string (""), no text. Generally, if you change this value you must change the value of HTML-TITLE-END. Output before the frame&#8217;s TITLE value. Setting to a color or bold tag might improve readability.	
HTML-TITLE-END Attribute	After a SpeedScript frame title, defaults to the null string (""), no text. Generally, if you change this value you must change the value of HTML-TITLE-BEGIN. Output after the frame&#8217;s TITLE value.	
HWND Attribute	An integer value for a Windows handle to the window that contains the widget. 	
ICFPARAMETER Attribute	A character string that supplies Internet Component Framework (ICF) procedures (in Progress DynamicsΩ with ICF-related data.	
ICON Attribute	Returns the name of the icon loaded by LOAD-ICON(&nbsp;).	
IF Statement	Makes the execution of a statement or block of statements conditional. If the value of the expression following the IF statement is TRUE, the AVM processes the statements following the THEN statement. Otherwise, the AVM processes the statements following the ELSE statement.	IF expression THEN { block | statement }<br>  [ ELSE { block | statement } ]	
IF Function	Evaluates and returns one of two expressions, depending on the value of a specified condition.	IF condition THEN expression1 ELSE expression2 	
IgnoreComments Property	The IgnoreComments property when set to TRUE, causes the parser to ignore comments in JSON strings. Comments appear as either C style (/*...*/) or C++ style (//...). Setting this property to FALSE causes the parser to fail when it encounters a JSON comment. 	
IGNORE-CURRENT-MODIFIED Attribute	This attribute is supported only for backward compatibility. Use the PREFER-DATASET attribute instead.	
IMAGE Attribute	Returns the name of the image loaded by LOAD-IMAGE(&nbsp;).	
IMAGE Widget	An image is a graphic taken from an operating system file. It can be used by itself or within a button. You can define a static image with the DEFINE IMAGE statement, and create a dynamic image with the CREATE widget statement. You can specify an image for a button using the DEFINE BUTTON statement or the button methods for loading images.				
IMAGE-DOWN Attribute	Returns the name of the image loaded by LOAD-IMAGE-DOWN(&nbsp;).	
IMAGE-INSENSITIVE Attribute	Returns the name of the image loaded by LOAD-IMAGE-INSENSITIVE(&nbsp;).	
IMAGE-UP Attribute	Returns the name of the image loaded by LOAD-IMAGE(&nbsp;) or LOAD-IMAGE-UP(&nbsp;).	
IMMEDIATE-DISPLAY Attribute	The frequency of screen updates for the current session.	
IMPORT Statement	Reads a line from an input file that might have been created by EXPORT. 	IMPORT [ STREAM stream | STREAM-HANDLE handle ]<br>  {    [ DELIMITER character ] { field | ^ } ...<br>     | [ DELIMITER character ] record [ EXCEPT field  ... ]<br>     | UNFORMATTED field <br>  }<br>&nbsp;&nbsp;[ NO-LOBS ]<br>&nbsp;&nbsp;[ NO-ERROR ]	IMPORT [ STREAM stream | STREAM-HANDLE handle ] { memptr | longchar }	
IMPORT-NODE Method	Import a copy of a node from another document into this document. The first parameter must be a valid X-noderef handle and will refer to the newly copied XML node if the method succeeds. The new node is associated with this document, but must be appended or inserted with APPEND-CHILD(&nbsp;) or INSERT-BEFORE(&nbsp;) to become part of the structure. 	IMPORT-NODE ( x-node , x-source-node , deep )	
IMPORT-PRINCIPAL Method	Imports an unsealed or sealed security token as a RAW data type, creates a corresponding client-principal object, and assigns its handle value to the current Client-principal object handle. This corresponding client-principal object assumes all the property and attribute settings of the source client-principal object when it was exported using the EXPORT-PRINCIPAL(&nbsp;) method.	IMPORT-PRINCIPAL ( expression )	
INCREMENT-EXCLUSIVE-ID Method	Gets the amount by which to increment the exclusive ID of a Web request for state&#8209;aware agents. Do not access this method.	
INDEX Attribute	The subscript value of the array element referenced by the current widget. 	
INDEX Function	Returns an INTEGER value that indicates the position of the target string within the source string.	INDEX ( source , target [ , starting ] )	
INDEX-INFORMATION Attribute	A character string consisting of a comma-separated list of the index or indexes the query uses at the level of join specified. 	INDEX-INFORMATION ( n )	
INDEX-INFORMATION Method	Returns index information in a comma-separated list for the ith index in the buffer&#8217;s table.	INDEX-INFORMATION ( i )	
IndexStatId Property	The IndexStatId property identifies the IndexStat VST. This VST contains statistics on the number of accesses to a specific range of indexes. You can pass the IndexStatId property to the GetVSTHandle() method to return the handle to the IndexStat VST. This property is read-only.	
IN-HANDLE Attribute	A handle to one of the following:	call-object:IN-HANDLE [ = { handle-expression | char-expression } ]	
INHERIT-BGCOLOR Attribute	Indicates whether field-level widgets inherit the background color of their containing dialog-box or frame widget.	
INHERIT-FGCOLOR Attribute	Indicates whether field-level widgets inherit the foreground color of their containing dialog-box or frame widget.	
INITIAL Attribute	The value of the INITIAL schema field (which is always CHARACTER), formatted with the buffer-field&#8217;s format. If the INITIAL schema field has the Unknown value (?), the value of the INITIAL attribute is the null string (&#8220;&#8221;).	
INITIALIZE Method	Simplifies initialization of client-principal object attributes that are required and commonly used to assert a given identity for user authentication. This method can be called on any client-principal object, whether it is sealed or unsealed. Each time the method is called, it returns the object to the INITIAL state (see the LOGIN-STATE attribute entry) initialized with values from the parameter list.	INITIALIZE ( qualified-user-id [ , session-id [ , expiration <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ , primary-passphrase ] ] ] )	
INITIALIZE-DOCUMENT-TYPE Method	Creates a new XML document, initializes the document based on the referenced DTD, and creates its root node.	INITIALIZE-DOCUMENT-TYPE ( namespace-uri , root-node-name , public-id ,<br>&nbsp;&nbsp;system-id )	
INITIATE Method	Initializes the Debugger, but does not pass control to the Debugger immediately. To start the Debugger from the procedure in application mode, you must set a breakpoint using the SET-BREAK(&nbsp;)method that the procedure encounters. When the procedure encounters the breakpoint, the Debugger takes control of the procedure at that point. 	INITIATE (&nbsp;)	
INNER-CHARS Attribute	The number of data columns within a selection list or editor widget. 	
INNER-LINES Attribute	The number of data lines within a combo-box drop down list, editor widget, or selection list. 	
INPUT Function	References the value of a field in a frame. For example, if you use the PROMPT-FOR statement to get input from the user, PROMPT-FOR stores that information in the screen buffer. You can use the INPUT function to refer to that information.	INPUT [ FRAME frame ] field 	
INPUT Option	Runs a non-ABL stored procedure or allows you to send SQL to an SQL-based data source using an OpenEdge DataServer.	RUN STORED-PROCEDURE procedure <br>  [ integer-field = PROC-HANDLE ]<br>  [ NO-ERROR ]<br>  [ ( parameter [ , parameter ] ... ) ]	
INPUT-OUTPUT Option	Runs a non-ABL stored procedure or allows you to send SQL to an SQL-based data source using an OpenEdge DataServer.	RUN STORED-PROCEDURE procedure <br>  [ integer-field = PROC-HANDLE ]<br>  [ NO-ERROR ]<br>  [ ( parameter [ , parameter ] ... ) ]	
InputValue Property	Returns the input value of the specified field in the current row of the top-level table displayed in the bound .NET control.	InputValue[ field-index | field-name ]	
INPUT-VALUE Attribute	Used for data-representation widgets, such as field-level widgets that represent variables or database fields. The value for the INPUT-VALUE attribute is the unformatted SCREEN-VALUE of a widget.	
INSERT Method	Inserts a new item before a specified item in a combo box or selection list. The new item can consist of a label, a list of labels, or a label-value pair.	INSERT (<br>&nbsp;&nbsp;{ new-item-list | new-label , new-value } <br>&nbsp;&nbsp;, { list-item | list-index }<br>&nbsp;&nbsp;)	
INSERT Statement	Creates a new database record, displays the initial values for the fields in the record, prompts for values of those fields, and assigns those values to the record.	INSERT record [ EXCEPT field ... ] <br>  [ USING { ROWID ( nrow ) | RECID ( nrec ) } ]<br>  [ frame-phrase ] <br>  [ NO-ERROR ]	
INSERT-ATTRIBUTE Method	For a SAX-writer object, adds a single attribute to a start tag in the XML document represented by the SAX-writer object. For a SAX-attributes object, inserts an attribute and its value into the SAX-attributes object.	INSERT-ATTRIBUTE ( attribute-name , attribute-value [ , namespaceURI ] )	
INSERT-BACKTAB Method	Moves the cursor backward to the previous four-space tab stop without affecting the text in the widget. 	INSERT-BACKTAB (&nbsp;)	
INSERT-BEFORE Method	Insert a node as a child of this document before another node (or last if the other node is unknown). This is one way to place the node into the document structure after the node has been created with the CREATE-NODE(&nbsp;) or CREATE-NODE-NAMESPACE(&nbsp;) method, cloned with the CLONE-NODE(&nbsp;) method, or removed with the REMOVE-NODE(&nbsp;) method. (Similar to the APPEND-CHILD(&nbsp;) method.)	INSERT-BEFORE ( x-ref-handle1 , x-ref-handle2 )	
INSERT-FILE Method	Inserts the text of filename into the editor widget at the current location of the text cursor. 	INSERT-FILE ( filename )	
INSERT-ROW Method	Inserts a blank line in an updateable browse before or after the last selected row. The blank line is a placeholder for a new record to be added through the browse. This method cannot be used with a read-only browse.	INSERT-ROW ( BEFORE | AFTER )	
INSERT-STRING Method	Inserts a string into the editor widget at the current location of the text cursor. 	INSERT-STRING ( string )	
INSERT-TAB Method	This method works differently depending on the insert mode status. If insert mode is on, it inserts one to four spaces from the current cursor position to the next four-space tab stop. If insert mode is off, it moves the cursor to the next four-space tab stop without inserting any characters. 	INSERT-TAB (&nbsp;)	
INSTANTIATING-PROCEDURE Attribute	Returns the handle to the procedure in which an object was instantiated.		
INT64 Function	Takes any data type and returns an INT64 value, if the conversion is possible. This function takes most common data types except for RAW and MEMPTR.	INT64 ( expression )	
INTEGER Function	Converts an expression of any data type, with the exception of BLOB, CLOB, and RAW, to a 32-bit integer value of data type INTEGER, rounding that value if necessary.	INTEGER ( expression )	
INTERFACE Statement	Defines a user-defined interface. An interface defined with this statement represents a user-defined data type that defines a set of method, property, and event prototypes for methods, properties, and events that can be implemented by one or more classes. Any class that implements the interface must support all the methods, properties, and events whose prototypes are defined in the interface or any interface from which this interface inherits member prototypes.	INTERFACE interface-type-name <br>[ INHERITS super-interface-name [ , super-interface-name ] ... ] :<br>interface-body 	
INTERNAL-ENTRIES Attribute	A comma-separated list containing the names of all internal procedures and user-defined functions defined in the procedure associated with the specified handle. Returns the Unknown value (?) for a Web service procedure or proxy persistent procedure.	
INTERVAL Function	Returns the time interval between two DATE, DATETIME, or DATETIME-TZ values as an INT64 value. 	INTERVAL ( datetime1 , datetime2 , interval-unit )	
InvalidConfiguration Property	An authentication status code that indicates authentication failure due to a missing or invalid OpenEdge domain configuration.	
INVOKE Method	Lets you do the following dynamically:	INVOKE(&nbsp;)	
Is Method	Determines whether the Progress.BPM.Task instance passed to it satisfies some set of filter criteria. This method is defined by the ITaskFilter interface. It is called by some overloads of the Progress.BPM.UserSession GetAvailableTasks(&nbsp;) and GetAssignedTasks(&nbsp;) methods to determine whether to include a given Task in the array of tasks that they return. Implementations are expected to to apply some set of criteria to the Task parameter and return YES if the Task meets the criteria or NO if it does not.	Is( INPUT theTask AS Progress.BPM.Task )	
IsA Method	Returns TRUE if a class or interface represented by the Progress.Lang.Class object or object type-name expression passed to the method is in the hierarchy of the Progress.Lang.Class class instance on which the method is called. Otherwise, the method returns FALSE. The IsA(&nbsp;) method supports the reflection capabilities of the Progress.Lang.Class class.	IsA ( { INPUT object-reference AS Progress.Lang.Class |<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;INPUT object-type-name AS CHARACTER } )	
IsAbstract Method	Returns a LOGICAL value indicating if the specified object is a class type defined as ABSTRACT. This method supports the reflection capabilities of the Progress.Lang.Class class.	IsAbstract(&nbsp;)	
IS-ATTR-SPACE Function	This function is supported only for backward compatibility.	IS-ATTR-SPACE	DEFINE VARIABLE termtype AS LOGICAL FORMAT "spacetaking/non-spacetaking".<br> <br>termtype = IS-ATTR-SPACE.<br>&nbsp;<br>DISPLAY "You are currently using a" termtype NO-LABEL "terminal"<br>&nbsp;&nbsp;WITH FRAME d1 CENTERED ROW 5.	
IS-CLASS Attribute	Indicates whether an r-code file defines a class or a procedure.	
